D8_PCG
-29504.67771
-8591.873048
32636.20861
46143.91592
28046.83556
1440.606006
-46286.10513
-39239.14463
29505.8076
35060.86786
-10753.63511
-23895.1965
-23713.60886
-11834.53885
24676.30242
35593.38253
21777.28969
4438.443418
-27254.2229
-35997.17658
-18133.92041
-684.764941
25628.66364
27686.10251
-47.16321936
-10351.47367
-10394.295
1039.169517
32987.75302
29705.35331
-9379.581766
-47058.43093
-95061.34994
-51501.28541
97838.54106
117971.5549
20882.25496
-22541.30113
-53189.28325
-55037.09006
-1230.675466
23130.16613
27219.45622
14088.20795
-33372.52596
-30325.40835
23482.73051
33276.47061
12474.66224
-1224.110273
-22881.43631
-24002.07303
957.5132914
4135.526297
-8926.06975
789.8371913
27278.60199
9389.39618
-51388.35595
-11163.12346
128282.1115
96209.15522
-95802.40423
-142506.9461
-81968.68763
-12362.4572
120723.1121
126923.6974
-11634.6984
-53511.55958
-34988.26907
-23307.77461
20874.74226
27102.60671
-9983.169814
-13601.23417
3125.404308
5199.266211
2842.257058
-1505.927362
-12192.96826
-8658.824063
9888.272614
14842.63383
9283.343247
1764.577144
-13071.2765
-15962.61464
-5439.336061
905.4670549
7260.322741
13429.46062
16910.20572
7663.617584
-16633.2719
-24438.66718
-16764.19938
-3781.677715
21632.97492
26229.88988
7747.582397
-3786.628713
-15578.49455
-17212.03654
-3399.095943
3844.919564
7862.61176
11332.07139
10498.10495
4169.971156
-9011.010466
-17630.57647
-21795.76259
-9518.664724
23515.49274
29601.68653
9650.932417
-3111.250341
-17939.33799
-18513.47171
937.5304455
7873.955352
6393.793321
3215.739009
-7500.999137
-7508.700877
3814.386378
8235.20904
9085.722626
4110.71091
-10111.69842
-13193.62493
-5467.969268
555.2879663
8964.805812
11646.70184
6570.390784
1589.953137
-5734.064311
-13020.52916
-19304.13688
-9137.397814
20176.51929
24462.11202
5091.484007
-4005.908837
-10832.67591
-8022.33589
10207.51972
12456.93073
491.6624087
-20949.69026
-58921.3928
-37769.04486
47682.81006
86420.06068
90881.96764
42815.5683
-83490.94534
-138506.37
-126055.5749
-39940.29255
159091.9876
183815.0775
28615.48887
-36918.86434
-67069.40632
-92641.03823
-72338.37962
-12805.0607
97682.21874
105110.2955
347.0396805
-38144.95951
-39902.31777
-31296.3523
17793.48692
24702.50368
-10661.40966
-6385.945599
24086.35763
16783.85576
-19553.41965
-24424.10464
-5193.441535
4221.959369
13517.2898
11698.74056
-6696.206303
-9629.171704
441.7760864
3461.903383
4708.061385
2247.380763
-6852.675232
-4102.525077
10428.57966
9069.747728
-6010.939424
-11694.48207
-12136.06431
-5240.345499
13428.56693
17241.43282
6384.298222
-1177.409034
-10760.09256
-12159.24869
-2304.542547
2741.707603
5697.507456
5344.833579
-1259.54501
-3194.567418
-1231.648127
1970.142907
8627.680483
7029.863468
-3546.372694
-12678.16044
-22890.79076
-11545.88008
25139.32463
30530.20282
7193.930591
-4233.194907
-13829.61221
-22455.75673
-24422.12106
-10333.52812
23316.83146
41497.89929
45503.20258
21716.76512
-40198.3306
-67580.81936
-62610.0388
-19479.0377
81090.04706
86652.13961
-5959.389907
-32201.66969
-18854.04294
-17328.36732
-2142.33383
9485.615259
14651.57831
2841.470722
-32344.76701
-26087.38242
21550.197
36324.68241
28460.72542
8208.603655
-38390.7907
-39465.71918
7768.294696
18950.58301
6520.679495
622.8986072
-12100.22741
-11492.13566
5938.511666
15872.9241
22843.37426
11837.93447
-22770.23526
-30770.98516
-14211.17747
123.2494296
22144.71942
25285.37942
4850.024975
-6430.112458
-14866.35401
-16116.19872
-4359.384224
273.8932677
-40.13715999
15574.21082
45123.35097
26615.25267
-41507.37211
-54791.91631
-20870.15582
3698.128031
37990.41278
36827.51146
-9789.819832
-20122.94064
-3267.102935
2832.387041
11569.4075
9676.415472
-7644.241284
