Indices,A8_ECG
8548,43283.48929132112
8549,37332.961793171555
8550,30928.0644380599
8551,24405.147621918964
8552,17775.406521995123
8553,10737.763256077316
8554,3355.251029074585
8555,-4043.908543862587
8556,-11473.98946166615
8557,-19056.716545863306
8558,-26717.717072055922
8559,-34738.582117557016
8560,-43140.70812990204
8561,-51727.44157481308
8562,-60566.375154146255
8563,-69260.51409059404
8564,-77753.32209065821
8565,-86283.807654549
8566,-94735.98653675138
8567,-103297.72346102471
8568,-111986.70346432792
8569,-120605.87317323708
8570,-129192.44095051834
8571,-138109.45277653844
8572,-147360.9923174744
8573,-156795.43190049066
8574,-166503.12477512512
8575,-176219.656841304
8576,-185926.96358797044
8577,-195831.12191418276
8578,-205872.96668426003
8579,-214841.84761356894
8580,-222636.42896146106
8581,-229780.67218448897
8582,-235928.12025577837
8583,-241821.05712010685
8584,-247480.7243962904
8585,-252219.79838724912
8586,-256172.0949929936
8587,-260130.23582111803
8588,-264060.14720718673
8589,-267651.3925883111
8590,-271081.2574543463
8591,-273674.39441242337
8592,-275373.6827757122
8593,-276646.9577381659
8594,-277328.35766167584
8595,-278320.32293259754
8596,-279749.8570814616
8597,-281061.0645046282
8598,-282514.8776915855
8599,-283681.91592578654
8600,-284516.5833926482
8601,-285462.7552896221
8602,-286431.5760887076
8603,-286577.1453893564
8604,-285884.23025617306
8605,-284700.699263888
8606,-282812.10961146443
8607,-280823.9773434921
8608,-278773.2836464704
8609,-276178.5101899141
8610,-273171.3105909188
8611,-270546.5332030419
8612,-268327.60122486675
8613,-266232.4086775872
8614,-264474.4751784566
8615,-262476.42429241206
8616,-260222.48340689088
8617,-258190.72946542798
8618,-256269.10789209354
8619,-254053.511328589
8620,-251571.92358420047
8621,-248949.6432064345
8622,-246096.9256713601
8623,-243389.35543537737
8624,-240850.87070416153
8625,-238226.42292253842
8626,-235604.72392304277
8627,-232264.94208697148
8628,-228112.97641940205
8629,-223555.55212131672
8630,-218382.58289202474
8631,-212953.60399973512
8632,-207295.65732248683
8633,-201040.68953275957
8634,-194257.50953131754
8635,-187556.26102433805
8636,-180936.9093110111
8637,-174146.10148202538
8638,-167332.1939335306
8639,-160035.99702243798
8640,-152223.7314844639
8641,-144243.59215271944
8642,-135990.06741207102
8643,-128818.80477397484
8644,-122905.36307818176
8645,-117538.3882024511
8646,-113120.51116303538
8647,-108955.25460022077
8648,-105008.93622070977
8649,-101999.07480930729
8650,-99803.31070517267
8651,-97317.11346110319
8652,-94556.88993124489
8653,-91993.83980445341
8654,-89370.11233627325
8655,-87550.33207727456
8656,-86609.47250402304
8657,-85918.64477855225
8658,-85686.7458796024
8659,-85114.91259330792
8660,-84066.95497957837
8661,-83080.14642631974
8662,-81917.45573245341
8663,-80911.02926032423
8664,-80104.4355492344
8665,-79122.1664577534
8666,-78032.76074687358
8667,-77675.15196364214
8668,-78071.36841344503
8669,-78862.85399973093
8670,-80263.93664868022
8671,-81691.77832126254
8672,-83108.97881639542
8673,-84986.09499728402
8674,-87196.46722452226
8675,-88564.24224775683
8676,-89026.53115136355
8677,-89047.59868016066
8678,-88303.43463520987
8679,-87586.76579341237
8680,-86921.83767041164
8681,-85622.14466118331
8682,-83838.49374157382
8683,-82248.79225244546
8684,-80817.21723726914
8685,-79306.99809405713
8686,-77870.58241138526
8687,-75908.87050786903
8688,-73379.02429117345
8689,-70694.93802868323
8690,-67713.60658623482
8691,-65393.85552892571
8692,-63867.04188635381
8693,-62572.07053601434
8694,-61788.70243669485
8695,-61052.06315840215
8696,-60322.38253497813
8697,-60081.67610382071
8698,-60239.238506312
8699,-59947.43141188649
8700,-59200.76330357773
8701,-58352.24958653173
8702,-57192.96009183899
8703,-56348.96043596812
8704,-55864.384043172315
8705,-55256.93576456516
8706,-54668.29098995097
8707,-54028.84456916157
8708,-53278.86688783976
8709,-52552.95243465626
8710,-51817.8659007606
8711,-50999.96688418384
8712,-50107.75815140408
8713,-49145.50272446208
8714,-48096.28651250167
8715,-47189.18596516394
8716,-46439.72150746081
8717,-45723.72544868904
8718,-45100.8006624356
8719,-44438.94568349945
8720,-43724.42255885534
8721,-43072.35119367886
8722,-42452.43009164883
8723,-41736.892740693205
8724,-40926.992291487215
8725,-40061.495130556315
8726,-39107.84379293137
8727,-38165.876388731136
8728,-37238.24155075581
8729,-36246.831858240046
8730,-35211.64865026259
8731,-34174.01461595446
8732,-33127.78490049772
8733,-32065.977963561687
8734,-30996.891378388827
8735,-29874.169967086425
8736,-28695.53207223708
8737,-27489.976089065996
8738,-26246.553708880623
8739,-25261.126760088802
8740,-24565.940479619778
8741,-24013.871116045564
8742,-23690.72080258939
8743,-23433.095706602962
8744,-23233.293676894646
8745,-23250.880360944706
8746,-23455.963763916046
8747,-23626.951591427955
8748,-23768.428061711722
8749,-23970.848903648613
8750,-24182.55554548431
8751,-24580.624790757753
8752,-25179.42583442197
8753,-25850.85163364038
8754,-26637.246601088875
8755,-27361.276128946207
8756,-27993.534114633727
8757,-28649.884003982075
8758,-29277.644261386213
8759,-29952.14504241989
8760,-30682.26846693054
8761,-31383.513530750246
8762,-32070.972674505563
8763,-32924.11902294061
8764,-33946.71987973329
8765,-35061.89228871169
8766,-36314.94991104228
8767,-37579.30812301826
8768,-38846.3707821927
8769,-40216.876964976655
8770,-41662.84087333283
8771,-42400.65803571949
8772,-42361.59526175396
8773,-41892.54049680202
8774,-40768.72573113747
8775,-39463.34363470695
8776,-37991.13003110549
8777,-35910.50775676149
8778,-33306.9315468577
8779,-30705.660857954164
8780,-28086.21056934734
8781,-25241.258897182404
8782,-22289.172433655214
8783,-18787.34401941545
8784,-14698.578922734794
8785,-10331.770273726721
8786,-5578.688877851535
8787,-1008.7901880297
8788,3296.031290629569
8789,7688.917024910407
8790,12004.621479616406
8791,16510.586421543547
8792,21235.46722149159
8793,25900.13748316429
8794,30559.688486447696
8795,35752.84841690648
8796,41489.44721862328
8797,47546.658772479226
8798,54060.9278952075
8799,60647.200559149525
8800,67281.55854906394
8801,74270.09411291705
8802,81528.85059625976
8803,88537.80268875169
8804,95280.37086594458
8805,101942.40025114932
8806,108383.71276042136
8807,114979.38250472619
8808,121739.47888873245
8809,128351.8643997633
8810,134889.00156387207
8811,141617.52476770157
8812,148519.0419842872
8813,155509.60191842288
8814,162648.2607644445
8815,169687.71208217318
8816,176611.76780842335
8817,183588.12782287484
8818,190558.11004518598
8819,197988.4553205428
8820,205940.07229932054
8821,214148.4204870518
8822,222749.3398650373
8823,231510.09852285366
8824,240412.75095140844
8825,249695.1920617931
8826,259312.58637188876
8827,268868.03666949307
8828,278361.0786185058
8829,287956.1516156376
8830,297556.4312756894
8831,307459.68677844893
8832,317687.4884153159
8833,328013.2661959518
8834,338505.1416139841
8835,347523.1154064638
8836,354874.6179560252
8837,361376.07495208917
8838,366544.4211799278
8839,371265.9165440471
8840,375576.6184766032
8841,378590.17111518263
8842,380462.4887948487
8843,382454.73317201226
8844,384538.46771800204
8845,386184.2787389023
8846,387682.67945492745
8847,388023.43560418603
8848,387118.3182725981
8849,385691.0929531515
8850,383495.69311958336
8851,381570.43351629603
8852,380080.9776547237
8853,378346.59771277895
8854,376671.8813913739
8855,374602.50855192
8856,372081.94786969404
8857,369605.20154542156
8858,367077.4465117919
8859,363444.83913679805
8860,358681.1892220917
8861,353229.88942692167
8862,346821.4285556341
8863,340192.7223319285
8864,333389.1827459617
8865,325816.453818573
8866,317633.7383807279
8867,310173.1178851168
8868,303497.7362473098
8869,297091.5265605727
8870,291318.66816848284
8871,285263.9215813556
8872,278898.809683045
8873,273005.67356790137
8874,267408.61145218136
8875,261357.36682431353
8876,254892.71300104453
8877,248269.28995866343
8878,241317.8474435702
8879,234705.84263057393
8880,228478.81092015308
8881,222175.18423049402
8882,215953.0163698279
8883,208696.97483620737
8884,200254.91621066554
8885,191272.05526145134
8886,181422.18962311972
8887,171247.9564177887
8888,160793.30216530635
8889,149494.84174804826
8890,137456.98137952003
8891,125653.50424524688
8892,114088.04897657252
8893,102353.61665862521
8894,90688.56766782235
8895,78368.4209925202
8896,65340.45786611517
8897,52158.60178809543
8898,38657.37878039385
8899,26570.096786148024
8900,16133.87339052076
8901,6417.815788449756
8902,-2059.669070832789
8903,-10162.564662029412
8904,-17934.56468000748
8905,-24467.1780056503
8906,-29910.516265032416
8907,-35716.566562625594
8908,-41867.3619581481
8909,-47735.99985252866
8910,-53662.234480769606
8911,-58519.034870985415
8912,-62207.34683600148
8913,-65549.93705918915
8914,-68274.23145926169
8915,-71365.89902934608
8916,-74997.36142196204
8917,-78494.15242424679
8918,-82149.3597662636
8919,-85562.19703320385
8920,-88677.15312424989
8921,-91953.23892692718
8922,-95307.00841569592
8923,-97681.32660247994
8924,-99046.09610006656
8925,-99854.35672399952
8926,-99834.96122083224
8927,-99717.1715889195
8928,-99547.20747899609
8929,-98733.04932360929
8930,-97432.37714873676
8931,-97219.22255545769
8932,-98181.45830774812
8933,-99688.6723896962
8934,-102175.23204303638
8935,-104588.2739734422
8936,-106894.22251968124
8937,-110008.3347695443
8938,-113730.07508223059
8939,-117137.23218821498
8940,-120275.9100409746
8941,-123470.74352884985
8942,-126513.32036182148
8943,-130212.35383468351
8944,-134625.47891176038
8945,-139191.2776118148
8946,-144102.2809664903
8947,-148089.74462498532
8948,-150977.92293178136
8949,-153511.28615023912
8950,-155318.90510926707
8951,-157012.12426408092
8952,-158643.2319402604
8953,-159575.2597448704
8954,-159927.0286085005
8955,-160824.74347729597
8956,-162275.67946001448
8957,-163809.25774593218
8958,-165702.82160987868
8959,-167124.88500211033
8960,-168016.26634913788
8961,-169017.10209182109
8962,-169938.85943691112
8963,-170933.29753983786
8964,-172085.49735481976
8965,-173188.3909588605
8966,-174303.12066343194
8967,-175492.8288671132
8968,-176744.66881474352
8969,-178085.66384285092
8970,-179531.80743689128
8971,-180735.29741337834
8972,-181676.45104526123
8973,-182537.45994474515
8974,-183228.94695939802
8975,-183961.29632502896
8976,-184755.43070153738
8977,-185433.01609979966
8978,-186042.5801737616
8979,-186711.218728078
8980,-187430.58861735996
8981,-188175.48441566862
8982,-188976.4658936886
8983,-189719.94077105232
8984,-190404.1862286585
8985,-191112.03990424817
8986,-191820.5621919045
8987,-192515.44711250672
8988,-193205.3151275752
8989,-193882.0072302128
8990,-194544.52871573257
8991,-195225.0071008669
8992,-195924.28802543218
8993,-196626.68622784832
8994,-197340.04307317507
8995,-197621.74429971486
8996,-197426.33864361866
8997,-196967.60067715272
8998,-196117.71537368972
8999,-195127.42026463524
9000,-194007.55034840724
9001,-192516.70514931134
9002,-190700.7279224209
9003,-188880.83772136617
9004,-187048.97276268256
9005,-185075.3938643718
9006,-183034.43524557745
9007,-180666.00284772477
9008,-177948.926830035
9009,-175069.80467536222
9010,-171966.17104263246
9011,-168915.14232030767
9012,-165961.02717803867
9013,-162925.32480197787
9014,-159889.8555133347
9015,-156733.590474833
9016,-153442.66353412642
9017,-150150.147839985
9018,-146831.61914411388
9019,-143211.80938981572
9020,-139285.17537755007
9021,-135168.6235296312
9022,-130792.62471122935
9023,-126352.0669408038
9024,-121859.920361587
9025,-117161.19935373231
9026,-112298.86194435452
9027,-108022.44751701978
9028,-104390.69432512342
9029,-101082.90789132076
9030,-98311.9773622584
9031,-95610.58550050095
9032,-92964.72000884454
9033,-90801.47828029978
9034,-89035.43081962755
9035,-87184.80900992264
9036,-85270.55724131633
9037,-83477.80059716574
9038,-81698.36026350272
9039,-80344.09629467859
9040,-79448.63872902954
9041,-78726.05050132619
9042,-78276.72748249029
9043,-77535.38943216408
9044,-76422.38460805717
9045,-75282.52888947036
9046,-73951.81069420322
9047,-72699.20676300582
9048,-71552.00010774571
9049,-70231.00391341903
9050,-68791.00822291807
9051,-67756.2990544603
9052,-67134.96790267692
9053,-66710.33056347675
9054,-66614.40426983275
9055,-66469.33963842259
9056,-66251.07912610912
9057,-66257.83695391956
9058,-66406.5850368153
9059,-66233.9702283863
9060,-65727.55789751431
9061,-65046.631082416294
9062,-64066.59419282844
9063,-63127.012534695416
9064,-62235.92149544228
9065,-61112.59176251318
9066,-59822.306903744015
9067,-58592.42985333224
9068,-57405.15574867956
9069,-56190.73353346954
9070,-54998.660811629314
9071,-53613.031699689775
9072,-52019.452181054316
9073,-50362.15082332211
9074,-48589.428366104294
9075,-47127.13659298368
9076,-46029.45121212424
9077,-45055.94452549977
9078,-44329.94066306093
9079,-43636.39425854719
9080,-42958.501702935624
9081,-42513.74876097532
9082,-42260.23997945304
9083,-41838.335242214176
9084,-41247.40489366254
9085,-40635.174231813304
9086,-39913.59880619976
9087,-39352.36697820337
9088,-38970.466280585315
9089,-38562.08448448288
9090,-38188.52727524479
9091,-37661.150148716086
9092,-36938.59494127527
9093,-36153.5828248365
9094,-35246.04793169314
9095,-34276.011662054494
9096,-33250.75161992674
9097,-32084.636465302712
9098,-30787.08979318412
9099,-29569.961565673166
9100,-28436.72741961275
9101,-27288.4496279473
9102,-26176.833932558053
9103,-24952.466345243407
9104,-23601.841505032007
9105,-22240.50577766077
9106,-20833.082636796655
9107,-19430.743210544835
9108,-18050.394931635677
9109,-16641.485572058547
9110,-15221.19280786797
9111,-13784.833020982425
9112,-12328.30705626124
9113,-10869.450657409925
9114,-9407.237117857376
9115,-7856.072178140596
9116,-6211.378493180964
9117,-4513.730566416842
9118,-2740.6176101512697
9119,-945.6802389553334
9120,867.2187407531976
9121,2743.975006055417
9122,4673.086258137998
9123,6421.6826968489395
9124,7971.9414010164455
9125,9425.313907138725
9126,10716.173860023906
9127,11989.731899033157
9128,13251.167082308713
9129,14368.698269670866
9130,15369.461774370595
9131,16403.669892361362
9132,17465.503533420644
9133,18498.15777027221
9134,19535.884956501657
9135,20451.643313596072
9136,21235.676654260304
9137,21977.353990079177
9138,22646.220412739218
9139,23410.964315326208
9140,24296.21986960805
9141,25199.143639936257
9142,26169.155360857087
9143,27127.6959888502
9144,28067.126406149113
9145,29070.67425136075
9146,30122.768433078207
9147,31066.709247011062
9148,31900.500200536233
9149,32689.88767696412
9150,33395.79295132785
9151,34131.779802471836
9152,34905.61513443931
9153,35628.521814909145
9154,36325.875355636315
9155,37412.691450634375
9156,38921.5951640135
9157,40676.525940387
9158,42795.645644996934
9159,45020.0615086716
9160,47342.59124071952
9161,50000.33956711613
9162,52946.37081392288
9163,55915.57008868444
9164,58920.1130727523
9165,62062.3496884242
9166,65283.172966041704
9167,68810.51415565285
9168,72663.41723868278
9169,76684.60205223944
9170,80930.01037972799
9171,85084.23840610153
9172,89103.44850095533
9173,93180.31830261878
9174,97223.70665883114
9175,101384.82594683676
9176,105679.33478321029
9177,109951.5036342236
9178,114232.49182453335
9179,118814.91874995516
9180,123703.67684859662
9181,128778.58250465036
9182,134113.63732585232
9183,139498.55472969843
9184,144920.38041521242
9185,150545.81482153627
9186,156328.99759219232
9187,162008.949326161
9188,167578.85417453168
9189,173129.39164356125
9190,178590.63245807416
9191,184154.10592444235
9192,189824.78688859768
9193,195444.88325366584
9194,201051.54287419352
9195,206774.2213602389
9196,212603.36142602056
9197,218499.58422845486
9198,224491.4371921702
9199,230457.13190365274
9200,236388.91936523456
9201,242368.95689111727
9202,248368.40440714775
9203,254627.41935746252
9204,261176.9810744899
9205,267882.0450422435
9206,274812.4735226826
9207,281847.74374628766
9208,288978.8081476372
9209,296328.4801301707
9210,303873.6195930514
9211,311411.9469965524
9212,318943.5057306111
9213,326552.0112967975
9214,334188.25392010564
9215,342004.6015199065
9216,350012.1754993004
9217,358095.41490129963
9218,366289.27918843896
9219,373046.9766591102
9220,378197.30180890183
9221,382488.9391221126
9222,385468.67654842953
9223,387995.10649971664
9224,390100.4301902827
9225,390939.74141087563
9226,390664.62764545763
9227,390427.6822749217
9228,390198.2849310827
9229,389497.9327366915
9230,388590.4557239978
9231,386541.2890120393
9232,383268.9661602848
9233,379438.20209146006
9234,374820.72462581977
9235,370432.1005178771
9236,366429.53398382786
9237,362156.1904606229
9238,357908.7247774942
9239,353233.0338411341
9240,348074.40284550993
9241,342920.46193072567
9242,337676.361252263
9243,331329.3164975558
9244,323855.36245443515
9245,315677.97444815125
9246,306538.38571965485
9247,297147.9484028949
9248,287550.0819442925
9249,277172.248286711
9250,266168.0772383332
9251,255747.1593124542
9252,245962.8851783386
9253,236352.77732048935
9254,227246.32461267494
9255,217803.91045444363
9256,207999.65237822104
9257,198546.69488206427
9258,189283.12774758143
9259,179538.2387049504
9260,169349.66194612478
9261,158941.58013927576
9262,148162.7921695926
9263,137613.45757740192
9264,127333.78389083996
9265,116909.37368954801
9266,106482.03489778016
9267,95024.11071724449
9268,82396.21414986764
9269,69189.68496013222
9270,55103.91712099043
9271,40640.66281278726
9272,25839.72081707685
9273,10180.818558167908
9274,-6239.866122467971
9275,-22530.63215903715
9276,-38689.070244540875
9277,-55087.91741771618
9278,-71509.40966653585
9279,-88618.88255508688
9280,-106465.15173310602
9281,-124540.84033069566
9282,-142998.3305748662
9283,-159302.57034500744
9284,-173139.33842400336
9285,-185805.14355335198
9286,-196549.55720445368
9287,-206706.71076115742
9288,-216335.4559599194
9289,-224079.94291607154
9290,-230174.19524965985
9291,-236628.2181457672
9292,-243404.44788255656
9293,-249650.85685578684
9294,-255833.36557026886
9295,-260360.57728599108
9296,-263093.49471996416
9297,-265180.50678156526
9298,-266235.215036293
9299,-267808.63452052505
9300,-270156.03732584725
9301,-272247.1925058258
9302,-274539.29747485265
9303,-276369.29294890014
9304,-277652.20421454945
9305,-279122.2678931286
9306,-280641.4830547642
9307,-280608.24593877746
9308,-278981.21200597787
9309,-276438.84320072626
9310,-272571.41947067546
9311,-268494.5744547135
9312,-264278.0315844917
9313,-259020.73666186628
9314,-252964.05915112162
9315,-248255.90534674123
9316,-245005.2728368506
9317,-242369.93997797673
9318,-240939.47700343776
9319,-239253.4519519919
9320,-237266.36417277696
9321,-236235.13059920145
9322,-235880.30231442788
9323,-234974.28118943883
9324,-233582.09788770025
9325,-232126.89507949905
9326,-230331.83162096728
9327,-229283.6763863191
9328,-229058.18303805735
9329,-228903.3190748048
9330,-229077.2413052762
9331,-227807.29492817144
9332,-224850.61579181594
9333,-221238.64804629047
9334,-216453.2745469584
9335,-211354.44295520306
9336,-206013.56082232
9337,-199537.3976223156
9338,-192092.32223821053
9339,-185236.19807075497
9340,-178976.7872633213
9341,-172663.55726355407
9342,-166678.9752492333
9343,-159867.93666837376
9344,-152147.40805324796
9345,-144403.46643197438
9346,-136373.27504634534
9347,-129521.60199714683
9348,-124094.24724856473
9349,-119215.79741410955
9350,-115335.45452064982
9351,-111821.16241095224
9352,-108629.60459353289
9353,-106491.37770858935
9354,-105300.20110314563
9355,-103673.29378966766
9356,-101610.82051260832
9357,-99732.40386366945
9358,-97708.83192532578
9359,-96571.3232570452
9360,-96412.2199045156
9361,-96461.20906986571
9362,-96966.02284289639
9363,-97245.13888454548
9364,-97157.69050789102
9365,-97213.77244083831
9366,-97205.61680063201
9367,-97366.49154357806
9368,-97738.6321992461
9369,-98021.42090458031
9370,-98263.93217134995
9371,-99283.48260872519
9372,-101109.73739212252
9373,-103382.31796915774
9374,-106312.75623879346
9375,-109352.9964136377
9376,-112467.46348374651
9377,-116108.44033903902
9378,-120158.06333281078
9379,-123073.27113617417
9380,-124753.34801208701
9381,-125841.99630148125
9382,-125909.41799480982
9383,-125955.90140199361
9384,-126015.35683404206
9385,-125201.77651997194
9386,-123704.34816171607
9387,-122470.65976956798
9388,-121458.97406571297
9389,-120324.02602676305
9390,-119281.19705563148
9391,-117514.72526469831
9392,-114964.63413984717
9393,-112201.50137820735
9394,-109030.7450982948
9395,-106640.03936261342
9396,-105198.07921952059
9397,-103996.7970279578
9398,-103383.994098822
9399,-102796.20714465015
9400,-102182.78091588106
9401,-102135.72865572218
9402,-102544.91158726353
9403,-102335.50443182379
9404,-101497.9270025756
9405,-100482.63537991841
9406,-99023.72383797358
9407,-97908.89381001065
9408,-97193.58806783303
9409,-96267.91953894436
9410,-95309.63650187873
9411,-94373.19157248242
9412,-93396.89880070553
9413,-92482.6950316311
9414,-91629.35446191236
9415,-90661.32028774093
9416,-89585.6027958508
9417,-88485.64535996583
9418,-87324.69372440645
9419,-86289.78831460483
9420,-85402.96730163127
9421,-84547.92839221787
9422,-83776.08769119885
9423,-83003.50058160443
9424,-82219.21440178483
9425,-81508.87540539051
9426,-80853.85154120011
9427,-79999.42196809342
9428,-78932.28153349063
9429,-77760.222335952
9430,-76414.38496523943
9431,-75061.83770394206
9432,-73710.15337027103
9433,-72215.38282705937
9434,-70610.76265211789
9435,-69039.19165076946
9436,-67494.27125157035
9437,-65928.30889202163
9438,-64374.391834449925
9439,-62708.86203243875
9440,-60924.17860885234
9441,-59107.97176379882
9442,-57231.76741416323
9443,-55580.80300152039
9444,-54192.452752777455
9445,-52911.82626975304
9446,-51823.06265604962
9447,-50782.559755134534
9448,-49781.75968284846
9449,-48968.94929989436
9450,-48318.06734182258
9451,-47593.63551441753
9452,-46797.78780219769
9453,-46030.09436015022
9454,-45234.71525053907
9455,-44593.056122747585
9456,-44119.99300680306
9457,-43681.45005007122
9458,-43320.46926872915
9459,-42890.55538473345
9460,-42364.222157834105
9461,-41842.97072242608
9462,-41282.42595231872
9463,-40738.32773621457
9464,-40218.335461904106
9465,-39654.917342540946
9466,-39059.0975345208
9467,-38590.57410860331
9468,-38253.46623103993
9469,-37977.649466934665
9470,-37803.59512094827
9471,-37620.68573667777
9472,-37421.12048249809
9473,-37293.66906509561
9474,-37213.827054296205
9475,-36801.61845459686
9476,-36028.51805135757
9477,-35055.19456334331
9478,-33774.11705510061
9479,-32424.53359922795
9480,-31013.535157865663
9481,-29323.924744079814
9482,-27399.609138530006
9483,-25480.3559575605
9484,-23555.237616087517
9485,-21533.076217809772
9486,-19467.585307957135
9487,-17152.514056321394
9488,-14571.167827694371
9489,-11866.345876933427
9490,-8987.794153050725
9491,-6222.394228085385
9492,-3610.3345629971745
9493,-977.1595059090542
9494,1593.94098467387
9495,4239.905984622711
9496,6974.5120711375075
9497,9655.890008842383
9498,12311.911128508857
9499,15207.452295456862
9500,18346.47961954837
9501,21619.621956611427
9502,25093.525983035895
9503,28577.026231297088
9504,32057.93463811519
9505,35686.97377110681
9506,39422.10530545403
9507,43045.84909802065
9508,46553.59626603246
9509,50017.95219043339
9510,53380.773502212396
9511,56804.06926677017
9512,60291.52513182701
9513,63710.459109518204
9514,67092.12317792741
9515,70539.40792631978
9516,74043.64907336708
9517,77574.446811069
9518,81154.05314564587
9519,84683.15979167522
9520,88155.30299142486
9521,91636.38271486106
9522,95102.63988876627
9523,98758.03551755095
9524,102628.21615116336
9525,106598.80617741813
9526,110728.82598061727
9527,114914.6556994202
9528,119148.36131482161
9529,123534.40002246217
9530,128052.62389996063
9531,132532.2492994407
9532,136973.16605298032
9533,141445.41075568635
9534,145907.2577168639
9535,150487.19680653085
9536,155194.31282725162
9537,159930.78910081866
9538,164725.89084819105
9539,169241.79738419285
9540,173433.38453782228
9541,177479.88049471064
9542,181280.50563953465
9543,185005.8642783421
9544,188664.27901540248
9545,192077.8385856386
9546,195276.23577685893
9547,198538.13616904904
9548,201859.59484358353
9549,205120.79298081403
9550,208386.74471004304
9551,211439.9854200707
9552,214261.3920013825
9553,217009.17280819733
9554,219630.64655425388
9555,222319.7883895128
9556,225110.05361680032
9557,227869.3534869718
9558,230655.20492622952
9559,233387.81917036386
9560,236056.24419694825
9561,238751.05655089408
9562,241455.57936128823
9563,243963.2410693096
9564,246268.19184024693
9565,248458.6402450601
9566,250481.57027402992
9567,252479.62227819388
9568,254461.73584132927
9569,256312.08667559433
9570,258061.45681462757
9571,260005.19574223366
9572,262159.1554676661
9573,264405.79342546756
9574,266826.3827524705
9575,269222.0469313661
9576,271586.3988867437
9577,274091.5152516374
9578,276699.3722552253
9579,279238.3687820686
9580,281717.16966738837
9581,284195.59565192065
9582,286634.8224026776
9583,289185.6698791271
9584,291858.7117917096
9585,294549.2076723378
9586,297292.9615494974
9587,299849.9792550736
9588,302187.0600810769
9589,304444.469197945
9590,306551.9809696455
9591,308625.3619684753
9592,310674.3263924303
9593,312578.1874978925
9594,314359.3325401267
9595,316229.870317164
9596,318190.9675005191
9597,320153.87918684434
9598,322170.71239549265
9599,324084.46793260134
9600,325883.84381671436
9601,327689.38890121586
9602,329465.38725600153
9603,330518.2764855298
9604,330789.619652479
9605,330577.681207993
9606,329683.48296158033
9607,328531.8526922983
9608,327134.08002856205
9609,325095.69469663285
9610,322492.64333031914
9611,319776.73614054313
9612,316927.5710310412
9613,313767.28591516835
9614,310396.2698871485
9615,306427.6969982385
9616,301828.1351999004
9617,296864.06030079775
9618,291439.8558068792
9619,286073.67957090616
9620,280837.6044371369
9621,275411.59333958756
9622,269944.8768125967
9623,264189.3801707706
9624,258118.14942387963
9625,251985.81210359136
9626,245740.4259134703
9627,238895.50835839577
9628,231441.60375403892
9629,223577.5870058034
9630,215179.57348611316
9631,206594.6321816579
9632,197843.22820247378
9633,188648.05104008512
9634,179083.96449907552
9635,169607.9209734002
9636,160232.74305753858
9637,150795.09467269745
9638,141417.20301619323
9639,131766.0091047139
9640,121831.676497911
9641,111888.69658826634
9642,101871.83413873671
9643,91547.34039499257
9644,80930.55642847023
9645,70093.06077536398
9646,58982.34825281024
9647,47814.10900528048
9648,36601.39922532704
9649,25196.45832269288
9650,13649.660081752327
9651,1545.266854845494
9652,-11171.665069807666
9653,-24267.692473503565
9654,-37864.518002431716
9655,-51755.941146182486
9656,-65927.14004335247
9657,-80590.74179234957
9658,-95707.88956233006
9659,-110927.98523069968
9660,-126251.79003497827
9661,-141825.95562414642
9662,-157565.79849263123
9663,-173736.47046068453
9664,-190358.17153573528
9665,-207231.15097663543
9666,-224416.91093687285
9667,-239642.38545747582
9668,-252653.5332780199
9669,-264558.63887700863
9670,-274691.59044500295
9671,-284308.45384018996
9672,-293458.06106621394
9673,-300902.0010449776
9674,-306862.6337808417
9675,-313046.99317938543
9676,-319412.1864166373
9677,-325249.11336688633
9678,-330949.7756067704
9679,-335135.39376104105
9680,-337686.5768351916
9681,-339587.12984992174
9682,-340501.18457117636
9683,-341911.5660303054
9684,-344050.0438205589
9685,-345956.4261939399
9686,-348064.89659677417
9687,-349716.6857263455
9688,-350832.7161865442
9689,-352124.4223171475
9690,-353454.9652551225
9691,-353342.05584350793
9692,-351751.1634061961
9693,-349304.2074679679
9694,-345623.08344510995
9695,-341749.54100641893
9696,-337748.1699183061
9697,-332781.8300112451
9698,-327076.25408257596
9699,-322426.20871414564
9700,-318913.13097587094
9701,-315850.04369176715
9702,-313726.91984531796
9703,-311302.3953547877
9704,-308539.02979328047
9705,-306494.43954126915
9706,-304930.17702600104
9707,-302848.9582875103
9708,-300307.3250299445
9709,-297641.0418031675
9710,-294625.9753857487
9711,-292155.0935318441
9712,-290289.3421048508
9713,-288413.5114790246
9714,-286739.41419547197
9715,-283748.9064585372
9716,-279236.61951858643
9717,-274078.643095813
9718,-267831.57246612
9719,-261237.4481559003
9720,-254356.26361475262
9721,-246420.27506045913
9722,-237572.59414149882
9723,-229134.08844798862
9724,-221109.5649511569
9725,-212948.23261732046
9726,-204973.5367763844
9727,-196202.19214145475
9728,-186563.0537919325
9729,-176808.04887059992
9730,-166712.83354912035
9731,-158010.57742149278
9732,-150959.54745074702
9733,-144586.1527909133
9734,-139413.72074771544
9735,-134624.38437543466
9736,-130170.98908370493
9737,-126944.03803983853
9738,-124802.76710930449
9739,-122221.19960117739
9740,-119209.80872322766
9741,-116437.56508767772
9742,-113544.4291461945
9743,-111694.23269007317
9744,-110989.71375619028
9745,-110572.2830088169
9746,-110722.3264392539
9747,-110527.597298908
9748,-109817.79955520478
9749,-109237.64719391422
9750,-108513.17393000059
