D2PCGa
-56046.63269820488
-57438.62215998763
-33189.01163032148
47049.495765007334
-228237.25162792677
100358.14668385415
27882.918766205723
-1216783.9171150057
880087.465599247
-434211.8848502802
22608.99674130859
-52179.89716342209
34142.78397318737
-78034.63933505748
-14096.458431280753
67977.11813930413
-62308.19385529809
105721.60827438884
-21467.398283250917
-544153.3269278452
-705041.4719190939
472785.26152474945
-190484.63026268737
57799.1582810792
19525.1532064978
-65539.21175464569
77952.04289489117
-92507.53025818558
130572.43783509187
122509.12767246357
-17713.879508397382
-169367.2244061731
106447.67442894216
-119629.63199606823
148279.91947969387
-30376.08405507336
-37581.009601306905
-226819.3272768751
-74142.03353040056
-32028.392495095613
245799.19087338704
-58574.07159777579
-41656.46680370958
-586570.484114944
310246.28828727786
-165254.98983622913
82847.60822678615
18837.076075336703
-2216.3901383862976
-54532.71536977845
-66664.85903515306
52505.51779277674
26888.802850937493
15636.678783374184
-28123.905832065284
-20371.490643932928
-535587.0275544595
776846.0090250338
-485432.4369457777
248200.30000250938
32211.894247388784
-22273.3595415448
180958.71774967882
50248.86444721257
100554.87193011162
-8164.316681555549
120780.4269088589
-196162.9670283355
245910.7265560145
-4183.793369093205
-101032.32325112411
-402386.56022846093
315042.55931729375
-534566.0526152714
237645.44173859764
-483221.5364293284
187875.6588526469
-127755.1252010257
63534.44793696326
-54846.412841632795
-26863.295816445672
72123.54390460401
-27560.56539459306
35805.92579426526
-1058.8344225273104
-11228.649877947726
-858937.8491612813
620879.1576913111
-395557.2287846399
49606.78580003283
-30941.243807067935
7383.247271477714
-91284.60724920579
63740.487519113296
3982.117616582207
32996.118732498915
22494.482085878648
-76276.31912256844
92503.72945764821
-112911.50369877726
42900.86812173626
61791.06016478417
-84322.7830143845
-20091.390186980134
221794.33032857784
-808205.2765534814
831908.4406879444
-396649.34016853484
76886.73355191304
22451.07812490544
-137101.9497072446
187985.19591907028
-101874.50804753767
11354.892427684143
-9530.712956541814
-2479.2002045626577
50511.93720051916
74814.87523347148
23730.85602430356
-1030301.6527627954
903898.638450318
-492649.93004289357
-373.3979551863449
-25892.41322381668
28983.84057693673
-9299.505114965972
73683.48031319398
-88776.6316726642
37269.895629105114
-65599.1406191957
27673.173708091075
8136.808216129035
-23618.0419028902
-48269.29914278887
8220.200691538857
-53338.2458256399
-47360.30818991264
36207.19831645326
-46949.722574318366
-542780.4110909759
250258.68172041347
-28468.70800226464
293540.4762051276
-154439.0483347496
-8523.48667819699
-48059.50485518329
111326.83150476079
-120542.86582618742
-269144.53404927964
192045.98367164962
-133433.79407660707
-308507.4459559115
942449.7559834487
-176900.32385031923
-30549.439909078916
198584.02635558235
-29269.667313750404
192822.41523161207
-155625.20447517026
151051.3357879264
-105705.2256067869
-82094.8828298071
15717.237691679387
20562.6061267755
-25189.66915295628
86531.42975409326
-44702.5361414121
-324.74496697659197
-136224.97936720605
112343.4516489315
314686.9028483752
-395462.620634
724307.0098612336
-1288695.3333100143
1418429.5937778014
-567005.2104348138
1011928.8984831679
-594812.8322967702
226983.49740973025
-36272.32824080752
183599.1756852126
-470957.6467523464
146807.5946755519
-188400.28618748556
132792.37522359355
-902790.2216161315
-316798.94419442274
215449.38988096552
-79291.19949840769
-226864.9301442982
80841.49959619835
89467.91035166656
29334.269028528244
-202227.70355346307
272842.60164458165
-23304.94738920458
231651.47040948537
-276335.0887323738
141588.855548335
1338109.837199457
-821238.4137624057
175372.84799929993
-723.2948145615228
-264774.15729173674
547562.4782669854
-818070.076200719
872402.5419718132
-1330253.4497960582
634323.1251832973
-1733.5926199678652
-42314.481296553306
198942.73191255037
-305853.9149118809
134656.63234029134
48690.44256230573
290363.2141983273
1154195.6678477149
-1078108.3544466384
-102128.74189729395
-2163.2194434530866
-164655.80807205915
119523.35231023288
-133333.12409167056
155197.18252342683
-96999.12135650056
48553.274356274254
-51563.94030878637
-10421.866212811263
34642.15167886407
43261.67634719798
5892.462770697166
-52247.02760578037
13314.247944362802
136516.30173434166
-226037.27072748466
148849.20518314053
-5650.917615710887
-92477.81880559307
141908.6872882979
-174186.1199255724
102763.9209496343
-79138.1925644436
88285.21598925955
-379587.82690782915
671244.3366226247
-1172578.749093691
1135513.3587780553
-783810.3128966398
21726.98689240619
262422.43350487505
-157202.14725127048
43858.59572607771
-18063.81563363262
-38847.825078747
35797.63080154123
8430.890221763279
-44359.39711531608
-18149.051938885423
-103738.88639049955
85982.68173967571
754.2283378685388
-734441.7560713144
-570832.304665732
729754.9893860602
102536.74251738026
-157626.03623666728
-9079.674817663094
68042.14098394901
-112461.78466927048
120809.73977723808
-95913.67680056319
51501.097896174906
-62001.78479472452
152900.38223138324
-154274.3870020337
-3090.2712988963176
107060.60733646434
-141336.65110812624
150430.2745471311
-10870.65966842146
-52241.083168473735
-46983.60918569162
-29542.209517415482
97406.3218985121
-94461.47332768369
250439.17385121502
-38476.33505775052
-41956.750622679334
-70442.96051380908
102585.73793051596
388591.86687440355
-1206107.1596085832
1210784.3892144014
-638620.1958029552
256898.49729390084
-37405.3329455631
-102411.32286385639
121514.51852993245
-77982.6937727168
16023.594741832872
88833.91084833367
297134.2956395702
-122014.48244294242
-19091.74968648638
115388.20183658706
-188260.78811973924
415277.56750976533
1452880.670298198
-916705.5181785037
740335.7927747909
-468520.06866207207
199543.27067133493
-71227.84367247325
34546.12433538727
-7355.528850390809
-106413.20501683379
-100502.61483684496
112949.92090524812
91974.70137598197
-136453.01453324908
51040.61459837535
-43312.18581843193
34951.46226935065
43783.240675465146
9629.552513858478
-30310.247165351975
-35294.908240708864
131777.10639309534
96635.98889996929
740276.9725878246
-954937.5962792017
366224.04867018445
-12722.30904348525
-403883.16010990064
516546.22677002917
-1002579.1586122271
1032838.9638018993
-673802.1374618788
209478.07673480705
99938.60053294171
-184413.6548638108
131617.66884531535
54693.79406528213
-17290.09532499354
30492.7270166152
-24741.49899832769
-12230.233497464826
129007.49285192892
-45707.2763884425
45122.123786352066
282471.5554402574
502899.6348665919
-1122320.3132076692
429503.1010523853
42620.92221105969
-167557.4573527643
306581.97438250267
