Index,Filtered_Signal
369,-884788.379375
370,-920035.307985
371,-686530.714632
372,-848885.830156
373,-628301.940729
374,-345742.064998
375,-224681.796778
376,-1310872.811862
377,719779.669963
378,959740.263796
379,-268205.116831
380,-175608.010664
381,614448.379022
382,901824.970635
383,856304.692827
384,384126.469117
385,223792.993249
386,230898.728843
387,200828.297339
388,333449.398278
389,101724.655634
390,-120730.779795
391,-292339.472287
392,-723723.678180
393,-403160.784448
394,382213.387607
395,743844.247660
396,966206.484678
397,757821.244322
398,923603.273540
399,1028897.678612
400,147955.210160
401,-904224.419837
402,-1457846.612962
403,-1971026.246419
404,576452.681121
405,2273458.938147
406,2028733.091316
407,1861472.069517
408,1447465.029979
409,493034.290441
410,-411397.246555
411,-767114.404970
412,-1559416.952916
413,-1612419.631471
414,-454348.795037
415,814204.954469
416,-138808.174129
417,-1510392.893103
418,-350535.515262
419,1967104.982825
420,986771.003527
421,-958541.009604
422,-842633.823435
423,-445465.836170
424,75583.056462
425,328766.949401
426,515926.887487
427,725484.002220
428,818243.743353
429,700542.390767
430,-321894.968825
431,-553347.746250
432,-578061.658142
433,-425987.681984
434,-201246.070702
435,-276926.283096
436,9323.041173
437,-248312.934680
438,1245468.254437
439,1943495.881520
440,52024.621269
441,299853.836797
442,-215177.602937
443,416390.063698
444,631547.105486
445,239388.400661
446,-231762.746732
447,-114953.440750
448,113167.631951
449,77019.411441
450,-123714.904840
451,-249430.159162
452,-43527.388131
453,108270.500789
454,37891.489694
455,31694.894621
456,124649.787797
457,330253.513013
458,295091.667917
459,46089.774518
460,-177642.293086
461,-347792.565846
462,-390387.370917
463,-371012.978317
464,-201203.107432
465,48326.814636
466,285629.369603
467,558802.586103
468,519333.654268
469,159487.210861
470,-57182.415218
471,-89275.175262
472,122525.437316
473,258432.219485
474,-129011.019834
475,-469691.229346
476,-408027.591881
477,-271786.566722
478,-125275.360618
479,-41534.190711
480,-29427.723244
481,188741.001374
482,605500.097653
483,651035.694630
484,345827.265069
485,140559.647981
486,107059.975402
487,92368.309468
488,-83792.142541
489,-142608.274693
490,-283720.745081
491,-733982.744066
492,-1558502.553705
493,-1337130.180938
494,350264.864616
495,2058035.931943
496,769818.538548
497,-963303.575240
498,91017.461310
499,1524122.066635
500,824127.994185
501,-80411.351017
502,-731520.752148
503,-785688.145595
504,-251725.116017
505,-130755.526336
506,-201441.414960
507,-166808.537407
508,-29809.221683
509,269348.939007
510,414190.948736
511,327333.462745
512,154048.414299
513,-36783.036600
514,-86404.097271
515,-21688.010656
516,77698.230341
517,199269.268375
518,171642.816417
519,114984.356255
520,-18700.288554
521,-202905.822555
522,-416882.356265
523,-278696.013085
524,-11990.210574
525,-36775.190974
526,-174233.988568
527,-219308.766421
528,-1356855.653827
529,664082.273400
530,298671.397554
531,-1251095.544026
532,-685065.599565
533,-815328.412023
534,-389202.104228
535,173685.885107
536,213302.201610
537,267121.660950
538,323083.396895
539,694319.870203
540,908947.982545
541,599620.987499
542,255536.658822
543,439677.462498
544,722387.894862
545,740660.345233
546,529931.057434
547,139973.354774
548,-31754.319489
549,29553.880571
550,15456.824978
551,101512.435312
552,431414.630597
553,499961.689869
554,228175.961686
555,116333.521980
556,-145900.666479
557,-668026.973076
558,-714322.303545
559,-378420.400873
560,-459482.375921
561,-730684.288034
562,-586681.743712
563,-521747.224437
564,-236854.957226
565,514663.835712
566,903290.456353
567,848203.204204
568,672366.229541
569,442769.909316
570,130000.036712
571,-142708.465201
572,-292603.669413
573,-741658.262672
574,-1104546.384908
575,-1036423.702748
576,-357064.837102
577,119580.365743
578,599124.125441
579,1107049.572885
580,1277673.150179
581,1076524.686733
582,548490.679631
583,-536811.015340
584,-737042.236502
585,267663.488085
586,1005953.135567
587,-449556.480653
588,-2960642.668264
589,-1587826.721130
590,1102750.698414
591,860032.631019
592,-158120.182109
593,-414320.099196
594,-603850.971234
595,-959185.408555
596,-1186626.861350
597,-1105836.652236
598,-1056792.008943
599,-508515.378197
600,241077.926825
601,696555.965343
602,838908.169940
603,638097.289259
604,484937.070973
605,554152.751689
606,610355.043856
607,127734.708663
608,420753.687762
609,650983.008551
610,626639.291491
611,715890.849233
612,706768.845023
613,407325.973740
614,283602.439201
615,-168068.430852
616,-882487.869345
617,-1098292.726367
618,-798666.022050
619,-2064220.931396
620,-58952.580104
621,918265.308868
622,-286153.696457
623,-831381.917853
624,-106799.757896
625,495994.134142
626,16471.909342
627,-469560.071163
628,-341248.928681
629,179537.665622
630,439898.893000
631,568404.948613
632,613342.298977
633,516036.599988
634,456848.549929
635,907251.334163
636,818145.515878
637,359903.634023
638,-158331.536588
639,-458279.179372
640,-376563.601513
641,-230316.075631
642,112216.570625
643,318482.608869
644,124272.421751
645,-41810.518530
646,-175468.492352
647,-333898.540920
648,-544831.860598
649,-720784.833429
650,-665404.066180
651,-474735.731376
652,-130025.552592
653,116448.103287
654,410505.649183
655,668690.164132
656,704496.852128
657,446238.405205
658,222420.296500
659,197032.185549
660,82856.378855
661,-1111879.135177
662,-1536645.467103
663,-914346.881706
664,655726.870394
665,2127088.815919
666,928698.803735
667,422206.433032
668,438554.188926
669,575510.015387
670,539899.699238
671,443795.453756
672,-432457.366201
673,-376906.198508
674,769383.045295
675,2250804.706575
676,973384.708122
677,-1419028.820283
678,-848088.330142
679,303685.452948
680,-123720.491169
681,-578100.267768
682,-429176.073155
683,-300489.385455
684,-18683.900822
685,-223143.167593
686,-725533.060249
687,-1023950.294832
688,-858984.818142
689,-477216.821743
690,-3950.112486
691,64885.373009
692,247508.912383
693,667929.940417
694,865891.118931
695,628334.954887
696,219441.649809
697,-340774.321385
698,-813624.457827
699,-939842.425348
700,-692453.928204
701,-361600.715303
702,-200100.466180
703,-194907.229208
704,-99567.020770
705,211438.622410
706,330535.100906
707,-554668.807990
708,-480911.176464
709,1353160.124856
710,96708.612143
711,-121663.060085
712,663932.772465
713,718670.158323
714,1165470.121588
715,904028.590587
716,440453.382686
717,-25658.281681
718,252548.107860
719,444252.303848
720,85122.201634
721,-285928.285437
722,-422742.247231
723,-658727.467915
724,-998018.935596
725,-979417.606504
726,-723555.913095
727,-304481.785727
728,-18064.490158
729,167061.868565
730,265212.735783
731,178413.667323
732,-83377.816623
733,-165203.793528
734,-34612.189838
735,134617.988774
736,224882.742952
737,241141.522329
738,327630.326876
739,464615.363206
740,428280.363890
741,191056.503379
742,171879.793263
743,175273.096904
744,10393.329595
745,-171558.704232
746,-135811.733625
747,-25537.333367
748,-92649.577044
749,-391512.153260
750,-767243.779055
751,-935722.420777
752,-692440.452453
753,-265160.850713
754,157405.121345
755,462980.634413
756,640662.367173
757,739831.140995
758,825158.712020
759,876459.112375
760,527538.510931
761,-383969.036539
762,-1405329.910635
763,-926215.004779
764,792327.399191
765,1182418.144849
766,-458928.807126
767,-1380002.691539
768,-115242.089796
769,774635.953577
770,39190.851447
771,-254066.024736
772,-327074.204006
773,-257481.071938
774,299912.987842
775,270535.511529
776,-395748.873146
777,-914363.911340
778,-829050.783954
779,-333475.148016
780,169590.982174
781,428985.702646
782,576747.769919
783,543585.843955
784,269689.499402
785,-115841.772373
786,-337606.517785
787,-505273.834754
788,-500426.552413
789,95263.035975
790,260759.059893
791,122016.191703
792,-366029.024752
793,-653422.410444
794,-807166.083160
795,-917929.737751
796,-680893.634653
797,-1387003.548041
798,-797862.305866
799,1261865.759080
800,1647.460504
801,-529965.035854
802,-465562.356834
803,126307.353559
804,369118.530895
805,-51579.368880
806,-311657.167353
807,-455782.659986
808,-128287.526774
809,804994.744709
810,1316502.013837
811,1224854.584382
812,1132345.896936
813,960323.830173
814,700542.907910
815,185076.935599
816,-187586.527494
817,-241366.110009
818,-156297.678183
819,21512.233413
820,312660.512128
821,461262.628328
822,349474.938859
823,147582.552994
824,-291290.520767
825,-687559.496353
826,-818107.833257
827,-660796.113574
828,-128978.511071
829,-2087.802955
830,607146.903618
831,1187243.954806
832,1014960.631218
833,663157.783283
834,-130584.966526
835,-807502.728906
836,-511754.061550
837,-374200.948124
838,-540824.800158
839,-626054.602943
840,8912.081002
841,-267877.873050
842,-140454.245771
843,-22845.601626
844,-577601.288929
845,-1186473.330817
846,-692542.068793
847,-20309.856749
848,466220.047042
849,510655.484666
850,463758.804618
851,88246.863875
852,913438.898965
853,2090445.065643
854,2267627.702292
855,-1817.336809
856,-1851882.801230
857,-677329.054661
858,965805.880940
859,739330.923014
860,-156778.436555
861,-1034889.999718
862,-675566.190919
863,-503.567287
864,-250909.369770
865,-903882.914208
866,-1325781.394495
867,-823905.773032
868,102285.588831
869,545627.095174
870,586308.197074
871,452240.536862
872,235488.491873
873,122187.433622
874,-73960.635013
875,-222140.340605
876,-290962.341752
877,-122839.091852
878,214883.073287
879,146429.514214
880,179630.003427
881,365199.541725
882,80072.410062
883,-268322.976597
884,-463636.779617
885,-28303.065885
886,-329346.962813
887,1767218.397293
888,1347113.109444
889,342785.276902
890,839205.752494
891,341762.501431
892,296729.410063
893,-807372.556101
894,-1295683.303610
895,-1207552.254351
896,-729745.234412
897,-414045.078877
898,189329.284680
899,939628.459570
900,699665.960305
901,424825.734583
902,543830.797129
903,717160.849726
904,289497.944075
905,144697.897254
906,-210978.367960
907,-550613.584567
908,-714014.384133
909,-657310.808508
910,-520166.737312
911,-271591.322661
912,52260.211419
913,110293.721086
914,36505.813344
915,-128191.103767
916,495199.142949
917,654129.152801
918,61561.050581
919,-524250.187653
920,-702248.036070
921,-549884.848487
922,-379266.427342
923,-306302.785352
924,-276303.357670
925,104722.420860
926,422726.400311
927,267368.219069
928,-299340.906969
929,300313.331425
930,764983.112122
931,504392.061258
932,-203089.345978
933,-383758.358734
934,-338077.923557
935,-140857.693169
936,3637.931176
937,-5630.352964
938,-42569.261133
939,-180312.543888
940,-302425.263740
941,-287436.994338
942,-565438.016954
943,-306399.573251
944,297593.887616
945,1456940.104837
946,1128178.486162
947,-1310836.844312
948,-1001222.336972
949,407226.347425
950,-345387.422198
951,-314059.736716
952,-13.846158
953,-256184.212240
954,1061318.275096
955,737691.101002
956,292900.121684
957,480138.873704
958,203780.671257
959,429801.577474
960,648428.513600
961,538026.940441
962,98007.089053
963,285977.481891
964,223564.278375
965,16970.615998
966,-399800.725353
967,-400953.740855
968,140574.180651
969,72387.307203
970,250789.123718
971,301849.475199
972,50592.968890
973,-494497.753105
974,-681900.283017
975,-1203059.079124
976,368129.196659
977,1335269.424258
978,3314582.305113
979,2310076.912833
980,-915052.469501
981,-1563883.244547
982,-1101304.710547
983,-1542974.229178
984,-1448470.174718
985,-925853.652696
986,-145760.954208
987,160708.895172
988,325501.733417
989,-112073.574370
990,3442.384691
991,69339.400822
992,-117599.434434
993,-64200.598996
994,-322632.529360
995,363353.058373
996,1033944.993519
997,1305073.402844
998,2514191.983737
999,2383744.475343
1000,765707.474602
1001,-637265.511279
1002,-1081833.322947
1003,-1119412.289235
1004,-795949.098216
1005,-561059.627179
1006,-147525.382431
1007,166711.976000
1008,429600.831956
1009,301067.304615
1010,-298671.770124
1011,-505169.922392
1012,-518331.191954
1013,-307784.192929
1014,-110515.766161
1015,-241144.216191
1016,-430466.438429
1017,-380099.579866
1018,-114031.356151
1019,283184.393786
1020,488778.096645
1021,492906.861050
1022,389734.766714
1023,241703.516706
1024,147657.219370
1025,22899.831195
1026,-95214.464762
1027,71642.955534
1028,228312.457775
1029,392553.945917
1030,648486.096985
1031,580764.860966
1032,57687.501410
1033,-1273706.895898
1034,-1283996.810386
1035,137521.323496
1036,1674931.314065
1037,648299.226351
1038,-1377933.086568
1039,-551452.657371
1040,1010180.763796
1041,381398.508970
1042,163839.873547
1043,344910.773488
1044,394111.738160
1045,397365.217258
1046,235433.818665
1047,-264866.978494
1048,-705703.605218
1049,-813097.539545
1050,-508250.451125
1051,-129639.728825
1052,-241733.931492
1053,-371949.373115
1054,-354013.073548
1055,-573097.831142
1056,-212179.982293
1057,152510.263556
1058,434342.909799
1059,659606.992093
1060,613369.272256
1061,540753.287471
1062,620729.950225
1063,632601.961881
1064,607060.578604
1065,597740.489141
1066,393175.784841
1067,187624.491234
1068,-898708.039254
1069,-163274.294316
1070,897041.412735
1071,-433689.199900
1072,-1201646.675895
1073,-156693.204568
1074,689732.129883
1075,32735.349183
1076,-254421.227963
1077,-275798.327774
1078,-564583.814948
1079,-208105.379594
1080,258071.112699
1081,372182.036513
1082,596487.105734
1083,-355948.899107
1084,-183556.522972
1085,1164380.025191
1086,1378470.063692
1087,-90595.670502
1088,-1108650.511223
1089,-1451348.366420
1090,-610088.892252
1091,74876.672319
1092,337755.523792
1093,121225.052410
1094,367057.666539
1095,568386.306325
1096,129297.837371
1097,-552662.043936
1098,-595245.465016
1099,-324957.140887
1100,-450466.751774
1101,-847924.423559
1102,-440393.316478
1103,-392393.524399
1104,337068.105210
1105,661379.208904
1106,486325.370445
1107,335719.540670
1108,294126.853590
1109,584564.277399
1110,604191.332330
1111,257934.453256
1112,-26653.497115
1113,171452.230663
1114,587893.466471
1115,663700.062126
1116,559717.984821
1117,215336.248960
1118,-42323.291802
1119,264668.839132
1120,736687.040914
1121,1671279.079464
1122,1730081.817310
1123,694318.774361
1124,-628451.581284
1125,-2055604.015820
1126,-2235090.378415
1127,-1156041.558313
1128,67289.026143
1129,-192211.548255
1130,233008.656097
1131,1545191.629343
1132,1945795.714536
1133,165552.331420
1134,-732421.963437
1135,-1208425.268358
1136,-1443533.173754
1137,-1428500.389614
1138,-1020633.849693
1139,-230348.125948
1140,254415.576328
1141,227152.362563
1142,477575.868680
1143,947924.481721
1144,245781.134717
1145,-812938.115563
1146,-928907.902484
1147,-633833.825952
1148,-337282.398786
1149,356616.618415
1150,1295212.772354
1151,1145734.573324
1152,1329060.375723
1153,1064968.251738
1154,-101148.500353
1155,-1267192.880809
1156,-1534976.445242
1157,-1567988.679192
1158,-1292731.926212
1159,-1340808.908667
1160,-659923.846497
1161,289400.203546
1162,-539766.701454
1163,326797.802942
1164,1671803.881221
1165,893778.781590
1166,324565.407980
1167,415925.866603
1168,-19158.546321
1169,-142433.494883
1170,-485844.138904
1171,-790970.680751
1172,-881014.938028
1173,-544847.340105
1174,-178595.571486
1175,161708.268351
1176,502613.657512
1177,696359.335657
1178,489734.927624
1179,174313.770700
1180,-25854.896902
1181,-344364.995515
1182,-529424.570302
1183,-547739.303566
1184,-552027.273202
1185,-371777.045479
1186,-88521.485241
1187,29543.563286
1188,77919.348111
1189,185790.559773
1190,248956.298574
1191,385268.619529
1192,248158.988187
1193,-71487.841553
1194,30422.896965
1195,-96161.718371
1196,108376.941561
1197,260723.024446
1198,418406.393861
1199,177777.039605
1200,437403.174098
1201,-10406.348337
1202,-540052.510170
1203,-707296.076334
1204,-542184.308152
1205,-305085.775845
1206,84347.208805
1207,616778.284374
1208,688640.868353
1209,592420.572536
1210,383318.091594
1211,67724.071386
1212,-331898.763497
1213,-878547.708204
1214,-907027.500149
1215,-101212.253592
1216,1199176.238224
1217,822569.706322
1218,-791480.223187
1219,-390943.774587
1220,923185.851213
1221,181661.604110
1222,-634001.572873
1223,-465094.387190
1224,-107702.521861
1225,679581.845258
1226,1295479.127917
1227,744904.912004
1228,-205009.791957
1229,-633905.898843
1230,-205015.065319
1231,33447.348294
1232,-198239.503179
1233,-339647.392534
1234,-430111.116249
1235,-99478.989321
1236,716071.781898
1237,759578.706198
1238,84899.423180
1239,-590073.371280
1240,-1019253.324457
1241,-965489.672254
1242,-779415.237629
1243,-558923.932592
1244,130541.851824
1245,-170962.570884
1246,-172326.303434
1247,123097.915331
1248,-117352.258446
1249,286267.430571
1250,950094.772557
1251,-258150.588817
1252,-411203.030565
1253,334536.518273
1254,193510.036845
1255,231563.753555
1256,338694.547482
1257,303304.802738
1258,468145.487426
1259,494358.131106
1260,581538.730861
1261,48220.709167
1262,-861487.711949
1263,-519978.782145
1264,237265.824386
1265,911614.886166
1266,280829.017964
1267,-564402.071274
1268,-713676.407170
1269,-701787.105445
1270,-534170.581519
1271,-103710.890102
1272,498889.035555
1273,620224.332879
1274,80222.676784
1275,-235594.781010
1276,-409381.287581
1277,-316715.737647
1278,-97171.056029
1279,173038.285994
1280,196646.714358
1281,174531.273368
1282,146042.793832
1283,-17330.823044
1284,-106782.245322
1285,-94875.237451
1286,130951.161194
1287,519016.444646
1288,352608.762233
1289,51288.736441
1290,-135030.811356
1291,-381131.976623
1292,-426779.386034
1293,-506747.383917
1294,-535502.109028
1295,-213224.019207
1296,401929.749464
1297,696218.986848
1298,557177.005270
1299,541150.357350
1300,205905.446520
1301,-331888.364655
1302,-819648.173154
1303,-636162.642086
1304,-238144.573245
1305,479644.873531
1306,199346.166734
1307,-892286.019073
1308,96155.889958
1309,727041.587992
1310,43983.691241
1311,-264619.003079
1312,16627.029951
1313,-81344.855972
1314,-17723.119362
1315,-47585.742732
1316,-313091.506740
1317,-208150.201395
1318,126305.327268
1319,237060.789072
1320,263565.631993
1321,357556.198440
1322,405139.789887
1323,243610.494633
1324,-142658.177868
1325,-461335.264259
1326,-665182.151263
1327,-616316.057227
1328,-374721.010897
1329,-378411.540403
1330,-412570.112539
1331,-130391.458413
1332,-11515.008243
1333,-41115.912106
1334,152601.837575
1335,344259.108343
1336,-111488.357625
1337,118255.443323
1338,125000.740235
1339,-717355.443029
1340,5601.753446
1341,703617.397653
1342,483976.346435
1343,295371.519931
1344,317289.395045
1345,156983.197328
1346,-198148.428234
1347,-232500.101800
1348,-261473.033565
1349,-438576.038818
1350,-194463.363692
1351,-203566.409626
1352,-300774.851173
1353,-123983.218701
1354,-36638.642844
1355,-59085.311882
1356,5741.509448
1357,246582.122730
1358,461059.702061
1359,488033.795029
1360,487282.523963
1361,374762.081966
1362,-17743.661841
1363,-59192.705188
1364,21428.058204
1365,32782.249554
1366,91253.352753
1367,-9535.747633
1368,-336892.557808
1369,-595085.923286
1370,-441673.677766
1371,41515.951862
1372,319996.675897
1373,233962.256459
1374,-288893.432902
1375,-421705.632127
1376,59167.500227
1377,366771.709866
1378,376923.369367
1379,254621.147314
1380,64334.119158
1381,-60407.421744
1382,125782.613171
1383,60161.157081
1384,-127678.727611
1385,-426715.775437
1386,-390354.688365
1387,-581672.215973
1388,-317279.041768
1389,262416.578174
1390,358482.266250
1391,78136.561698
1392,250871.179208
1393,245641.600042
1394,-20167.419006
1395,-36421.257791
1396,586833.145096
1397,274028.307338
1398,-780471.928982
1399,-334056.543116
1400,403282.530702
1401,-56272.767178
1402,-97970.477552
1403,-99444.142934
1404,-167905.840683
1405,117239.182925
1406,-73841.475601
1407,-378633.811470
1408,-354626.414015
1409,4163.195226
1410,130366.313023
1411,-73748.507084
1412,-223574.550794
1413,-137468.050742
1414,152488.878378
1415,455869.127426
1416,411370.457757
1417,92025.648263
1418,-147295.738581
1419,-28968.887222
1420,109736.411682
1421,70719.649590
1422,-1552.709245
1423,-62716.344752
1424,45116.595762
1425,129613.493852
1426,-41457.929388
1427,-552907.230014
1428,340740.936866
1429,267352.438948
1430,-397001.686543
1431,-5566.587593
1432,200534.011382
1433,-390498.127455
1434,-465418.812722
1435,99673.782974
1436,367860.295118
1437,314528.580649
1438,241435.977902
1439,123926.566410
1440,151926.710655
1441,135664.463929
1442,104664.873338
1443,225813.133255
1444,142013.623077
1445,-109197.169468
1446,-202455.907959
1447,-142348.286357
1448,-54695.664905
1449,2800.300384
1450,-128238.164125
1451,45361.514179
1452,205114.692309
1453,184445.490800
1454,2762.061911
1455,-172732.337681
1456,-211857.070523
1457,-94243.259764
1458,-11709.054453
1459,-44832.947578
1460,-109143.699754
1461,6426.332275
1462,234502.707259
1463,161354.942167
1464,-47785.332538
1465,-95718.097727
1466,94654.922804
1467,88469.318068
1468,-115629.601426
1469,-230166.910178
1470,-186216.051330
1471,-83625.107370
1472,128302.719134
1473,283202.241141
1474,191644.753725
1475,-28775.154097
1476,-31690.392904
1477,174171.406835
1478,-81076.781375
1479,-275048.154313
1480,-194459.724000
1481,-287181.148499
1482,-506141.111274
1483,211087.822578
1484,967724.419466
1485,-57772.627154
1486,260919.081918
1487,608491.157095
1488,-183293.990856
1489,-445373.981044
1490,-535829.039292
1491,-511844.345796
1492,-255574.595113
1493,-139496.306812
1494,-88847.003431
1495,141955.808659
1496,411648.663348
1497,455172.520945
1498,386886.229292
1499,184395.384359
1500,-175810.972118
1501,-103424.092702
1502,-13241.950960
1503,18204.066118
1504,31163.901548
1505,95252.729997
1506,59536.175974
1507,38742.074087
1508,209486.515053
1509,87066.344622
1510,-171246.863016
1511,-199938.161856
1512,-264824.440330
1513,243177.191173
1514,1044094.620742
1515,-363973.903877
1516,-375818.510558
1517,590883.423454
1518,274432.420232
1519,-439017.813693
1520,-836019.241637
1521,-120857.397479
1522,218368.467096
1523,344051.282845
1524,328764.651712
1525,282670.392152
1526,132592.171015
1527,131773.661412
1528,157112.050412
1529,246520.904724
1530,305340.898259
1531,59575.388474
1532,-210113.182941
1533,-470584.684622
1534,-343231.067891
1535,-129769.024886
1536,-58647.108370
1537,148737.351783
1538,237702.998137
1539,111022.202308
1540,-25600.711745
1541,-109721.077026
1542,-77489.408873
1543,41968.573134
1544,54079.663511
1545,20651.873693
1546,45501.437656
1547,208669.788958
1548,459670.333372
1549,314260.388503
1550,147881.050345
1551,-39931.145655
1552,-85871.947098
1553,-286178.732314
1554,-764459.805839
1555,-650592.776721
1556,-54142.670759
1557,348179.785118
1558,38813.820713
1559,671257.397552
1560,678488.541787
1561,603949.806348
1562,378785.675240
